activity_id,opportunity_id,sales_agent,activity_date,activity_type,activity_outcome
ACT-038847,T87FD71P,Cassey Cress,2017-10-29 17:00:00,Follow-up,Completed
ACT-038848,P4PX93RN,Corliss Cosme,2017-10-01 14:00:00,Call,Not interested
ACT-038849,P4PX93RN,Corliss Cosme,2017-09-21 10:00:00,Meeting,Rescheduled
ACT-038850,P4PX93RN,Corliss Cosme,2017-11-16 12:00:00,Demo,Not interested
ACT-038851,P4PX93RN,Corliss Cosme,2017-10-29 17:00:00,Demo,Connected
ACT-038852,P4PX93RN,Corliss Cosme,2017-10-30 17:00:00,Demo,Connected
ACT-038853,P4PX93RN,Corliss Cosme,2017-09-16 11:00:00,Call,Rescheduled
ACT-038854,P4PX93RN,Corliss Cosme,2017-11-01 09:00:00,Follow-up,Rescheduled
ACT-038855,P4PX93RN,Corliss Cosme,2017-09-30 12:00:00,Email,Rescheduled
ACT-038856,P4PX93RN,Corliss Cosme,2017-10-17 15:00:00,Call,Not interested
ACT-038857,P4PX93RN,Corliss Cosme,2017-11-14 16:00:00,Call,Connected
ACT-038858,RLJI4F93,Corliss Cosme,2017-09-18 17:00:00,Call,Interested
ACT-038859,RLJI4F93,Corliss Cosme,2017-09-18 10:00:00,Email,Interested
ACT-038860,RLJI4F93,Corliss Cosme,2017-09-11 12:00:00,Follow-up,Not interested
ACT-038861,AE306TJU,Corliss Cosme,2017-09-13 13:00:00,Meeting,No answer
ACT-038862,AE306TJU,Corliss Cosme,2017-09-11 12:00:00,Demo,Rescheduled
ACT-038863,AE306TJU,Corliss Cosme,2017-09-16 17:00:00,Meeting,Responded
ACT-038864,AE306TJU,Corliss Cosme,2017-09-12 13:00:00,Email,Connected
ACT-038865,AE306TJU,Corliss Cosme,2017-09-15 08:00:00,Meeting,Interested
ACT-038866,AE306TJU,Corliss Cosme,2017-09-14 09:00:00,Demo,Rescheduled
ACT-038867,D3BO9JDM,Darcel Schlecht,2017-11-03 11:00:00,Email,No answer
ACT-038868,D3BO9JDM,Darcel Schlecht,2017-10-24 15:00:00,Email,Rescheduled
ACT-038869,D3BO9JDM,Darcel Schlecht,2017-10-11 15:00:00,Email,Interested
ACT-038870,D3BO9JDM,Darcel Schlecht,2017-09-17 10:00:00,Email,Responded
ACT-038871,D3BO9JDM,Darcel Schlecht,2017-10-09 16:00:00,Demo,Responded
ACT-038872,D3BO9JDM,Darcel Schlecht,2017-11-03 11:00:00,Call,Interested
ACT-038873,D3BO9JDM,Darcel Schlecht,2017-09-13 15:00:00,Meeting,Connected
ACT-038874,DPDUK8RG,Darcel Schlecht,2017-09-11 17:00:00,Follow-up,Interested
ACT-038875,DPDUK8RG,Darcel Schlecht,2017-09-10 16:00:00,Demo,Not interested
ACT-038876,DPDUK8RG,Darcel Schlecht,2017-09-08 14:00:00,Meeting,Connected
ACT-038877,AR35V2L2,Garret Kinder,2017-09-07 08:00:00,Email,Not interested
ACT-038878,AR35V2L2,Garret Kinder,2017-09-07 10:00:00,Meeting,Rescheduled
ACT-038879,AR35V2L2,Garret Kinder,2017-09-13 16:00:00,Meeting,Responded
ACT-038880,AR35V2L2,Garret Kinder,2017-09-13 11:00:00,Demo,Responded
ACT-038881,AR35V2L2,Garret Kinder,2017-09-09 11:00:00,Demo,Connected
ACT-038882,AR35V2L2,Garret Kinder,2017-09-12 08:00:00,Call,Responded
ACT-038883,AR35V2L2,Garret Kinder,2017-09-07 17:00:00,Meeting,Completed
ACT-038884,AR35V2L2,Garret Kinder,2017-09-12 10:00:00,Demo,Connected
ACT-038885,FAKATVRQ,Gladys Colclough,2017-09-18 09:00:00,Follow-up,Responded
ACT-038886,FAKATVRQ,Gladys Colclough,2017-09-09 15:00:00,Follow-up,Responded
ACT-038887,FAKATVRQ,Gladys Colclough,2017-11-20 12:00:00,Demo,Not interested
ACT-038888,FAKATVRQ,Gladys Colclough,2017-11-08 17:00:00,Follow-up,Responded
ACT-038889,FAKATVRQ,Gladys Colclough,2017-10-21 10:00:00,Call,Responded
ACT-038890,FAKATVRQ,Gladys Colclough,2017-11-16 09:00:00,Follow-up,Not interested
ACT-038891,FAKATVRQ,Gladys Colclough,2017-11-17 14:00:00,Demo,Rescheduled
ACT-038892,9SU2A73Y,Jonathan Berthelot,2017-09-10 11:00:00,Email,Not interested
ACT-038893,9SU2A73Y,Jonathan Berthelot,2017-09-16 09:00:00,Email,Interested
ACT-038894,9SU2A73Y,Jonathan Berthelot,2017-09-18 10:00:00,Email,No answer
ACT-038895,9SU2A73Y,Jonathan Berthelot,2017-09-07 12:00:00,Email,Completed
ACT-038896,9SU2A73Y,Jonathan Berthelot,2017-09-10 10:00:00,Call,Responded
ACT-038897,9SU2A73Y,Jonathan Berthelot,2017-09-15 09:00:00,Follow-up,Connected
ACT-038898,98R4AZA8,Kary Hendrixson,2017-10-08 10:00:00,Meeting,Completed
ACT-038899,98R4AZA8,Kary Hendrixson,2017-10-11 13:00:00,Demo,Interested
ACT-038900,98R4AZA8,Kary Hendrixson,2017-09-23 10:00:00,Call,Responded
ACT-038901,98R4AZA8,Kary Hendrixson,2017-10-21 12:00:00,Demo,Completed
ACT-038902,98R4AZA8,Kary Hendrixson,2017-09-30 15:00:00,Call,Interested
ACT-038903,98R4AZA8,Kary Hendrixson,2017-12-12 12:00:00,Email,Connected
ACT-038904,98R4AZA8,Kary Hendrixson,2017-09-30 11:00:00,Call,No answer
ACT-038905,98R4AZA8,Kary Hendrixson,2017-09-11 16:00:00,Meeting,Completed
ACT-038906,98R4AZA8,Kary Hendrixson,2017-10-31 09:00:00,Call,No answer
ACT-038907,9FE75D1D,Markita Hansen,2017-09-25 15:00:00,Follow-up,Interested
ACT-038908,9FE75D1D,Markita Hansen,2017-10-22 17:00:00,Call,Connected
ACT-038909,9FE75D1D,Markita Hansen,2017-10-29 13:00:00,Demo,Interested
ACT-038910,9FE75D1D,Markita Hansen,2017-10-12 16:00:00,Follow-up,Interested
ACT-038911,9FE75D1D,Markita Hansen,2017-09-27 17:00:00,Meeting,Rescheduled
ACT-038912,9FE75D1D,Markita Hansen,2017-10-05 16:00:00,Demo,No answer
ACT-038913,S5NVSXEX,Moses Frase,2017-09-26 13:00:00,Call,Not interested
ACT-038914,S5NVSXEX,Moses Frase,2017-11-01 16:00:00,Demo,Rescheduled
ACT-038915,S5NVSXEX,Moses Frase,2017-11-17 16:00:00,Meeting,Responded
ACT-038916,S5NVSXEX,Moses Frase,2017-11-14 10:00:00,Meeting,Rescheduled
ACT-038917,S5NVSXEX,Moses Frase,2017-11-22 09:00:00,Email,Not interested
ACT-038918,S5NVSXEX,Moses Frase,2017-09-09 08:00:00,Meeting,Responded
ACT-038919,S5NVSXEX,Moses Frase,2017-10-17 12:00:00,Follow-up,Responded
ACT-038920,C6F5DTFR,Niesha Huffines,2017-10-05 17:00:00,Call,Completed
ACT-038921,C6F5DTFR,Niesha Huffines,2017-10-17 09:00:00,Email,Connected
ACT-038922,C6F5DTFR,Niesha Huffines,2017-09-15 09:00:00,Meeting,No answer
ACT-038923,C6F5DTFR,Niesha Huffines,2017-10-15 11:00:00,Call,Completed
ACT-038924,C6F5DTFR,Niesha Huffines,2017-11-08 11:00:00,Call,No answer
ACT-038925,C6F5DTFR,Niesha Huffines,2017-10-27 08:00:00,Meeting,Responded
ACT-038926,C6F5DTFR,Niesha Huffines,2017-11-07 09:00:00,Call,Completed
ACT-038927,C6F5DTFR,Niesha Huffines,2017-11-15 10:00:00,Meeting,No answer
ACT-038928,C6F5DTFR,Niesha Huffines,2017-11-16 16:00:00,Follow-up,Completed
ACT-038929,R4X2MOO1,Reed Clapper,2017-10-07 16:00:00,Follow-up,Responded
ACT-038930,R4X2MOO1,Reed Clapper,2017-10-21 15:00:00,Demo,Not interested
ACT-038931,R4X2MOO1,Reed Clapper,2017-11-02 10:00:00,Call,Not interested
ACT-038932,R4X2MOO1,Reed Clapper,2017-10-02 09:00:00,Call,Not interested
ACT-038933,R4X2MOO1,Reed Clapper,2017-09-10 08:00:00,Call,Responded
ACT-038934,R4X2MOO1,Reed Clapper,2017-11-17 11:00:00,Email,Interested
ACT-038935,QEZ2X87C,Rosalina Dieter,2017-09-08 14:00:00,Demo,Not interested
ACT-038936,QEZ2X87C,Rosalina Dieter,2017-09-27 09:00:00,Call,Completed
ACT-038937,QEZ2X87C,Rosalina Dieter,2017-10-04 11:00:00,Follow-up,Responded
ACT-038938,QEZ2X87C,Rosalina Dieter,2017-10-02 09:00:00,Demo,Completed
ACT-038939,QEZ2X87C,Rosalina Dieter,2017-10-06 16:00:00,Call,Rescheduled
ACT-038940,QEZ2X87C,Rosalina Dieter,2017-09-29 11:00:00,Meeting,Rescheduled
ACT-038941,QEZ2X87C,Rosalina Dieter,2017-10-06 11:00:00,Demo,Interested
ACT-038942,QEZ2X87C,Rosalina Dieter,2017-09-17 16:00:00,Follow-up,Not interested
ACT-038943,QEZ2X87C,Rosalina Dieter,2017-09-22 14:00:00,Demo,Not interested
ACT-038944,QEZ2X87C,Rosalina Dieter,2017-09-19 15:00:00,Email,No answer
ACT-038945,8FULX0EA,Versie Hillebrand,2017-09-24 13:00:00,Email,Interested
ACT-038946,8FULX0EA,Versie Hillebrand,2017-09-10 10:00:00,Call,Responded
ACT-038947,WA5NRVIG,Versie Hillebrand,2017-10-21 13:00:00,Meeting,Interested
ACT-038948,WA5NRVIG,Versie Hillebrand,2017-11-21 17:00:00,Follow-up,Connected
ACT-038949,WA5NRVIG,Versie Hillebrand,2017-10-14 10:00:00,Demo,Completed
ACT-038950,WA5NRVIG,Versie Hillebrand,2017-11-06 14:00:00,Follow-up,Not interested
ACT-038951,WA5NRVIG,Versie Hillebrand,2017-12-12 10:00:00,Meeting,No answer
ACT-038952,WA5NRVIG,Versie Hillebrand,2017-09-12 14:00:00,Email,Completed
ACT-038953,XO7D3NYR,Vicki Laflamme,2017-10-09 08:00:00,Call,Not interested
ACT-038954,XO7D3NYR,Vicki Laflamme,2017-09-15 13:00:00,Call,Rescheduled
ACT-038955,XO7D3NYR,Vicki Laflamme,2017-09-14 09:00:00,Demo,Responded
ACT-038956,XO7D3NYR,Vicki Laflamme,2017-11-02 13:00:00,Call,Responded
ACT-038957,XO7D3NYR,Vicki Laflamme,2017-10-28 12:00:00,Meeting,Rescheduled
ACT-038958,XO7D3NYR,Vicki Laflamme,2017-09-27 10:00:00,Call,No answer
ACT-038959,ZN8LHN9B,Wilburn Farren,2017-11-15 08:00:00,Call,No answer
ACT-038960,ZN8LHN9B,Wilburn Farren,2017-10-27 11:00:00,Email,Completed
ACT-038961,ZN8LHN9B,Wilburn Farren,2017-09-27 16:00:00,Email,Completed
ACT-038962,ZN8LHN9B,Wilburn Farren,2017-09-19 15:00:00,Email,Not interested
ACT-038963,ZN8LHN9B,Wilburn Farren,2017-10-31 17:00:00,Meeting,Connected
ACT-038964,ZN8LHN9B,Wilburn Farren,2017-10-23 11:00:00,Follow-up,Not interested
ACT-038965,ZN8LHN9B,Wilburn Farren,2017-10-31 08:00:00,Call,Rescheduled
ACT-038966,S8FODURJ,Zane Levy,2017-09-19 17:00:00,Follow-up,Responded
ACT-038967,S8FODURJ,Zane Levy,2017-09-09 15:00:00,Email,Connected
ACT-038968,S8FODURJ,Zane Levy,2017-10-07 09:00:00,Follow-up,No answer
ACT-038969,S8FODURJ,Zane Levy,2017-09-07 09:00:00,Call,Connected
ACT-038970,S8FODURJ,Zane Levy,2017-09-29 10:00:00,Email,Interested
ACT-038971,BFH34LVO,Zane Levy,2017-09-13 16:00:00,Email,Not interested
ACT-038972,BFH34LVO,Zane Levy,2017-10-24 15:00:00,Follow-up,Connected
ACT-038973,BFH34LVO,Zane Levy,2017-10-14 09:00:00,Follow-up,Interested
ACT-038974,BFH34LVO,Zane Levy,2017-11-10 09:00:00,Demo,No answer
ACT-038975,BFH34LVO,Zane Levy,2017-10-13 11:00:00,Demo,Interested
ACT-038976,BFH34LVO,Zane Levy,2017-10-20 09:00:00,Call,Connected
ACT-038977,QHVGK8DM,Zane Levy,2017-10-13 09:00:00,Call,No answer
ACT-038978,QHVGK8DM,Zane Levy,2017-10-30 11:00:00,Demo,Not interested
ACT-038979,QHVGK8DM,Zane Levy,2017-11-25 15:00:00,Demo,Not interested
ACT-038980,QHVGK8DM,Zane Levy,2017-10-03 09:00:00,Call,Rescheduled
ACT-038981,QHVGK8DM,Zane Levy,2017-09-29 08:00:00,Follow-up,Responded
ACT-038982,QHVGK8DM,Zane Levy,2017-10-04 12:00:00,Email,Rescheduled
ACT-038983,QHVGK8DM,Zane Levy,2017-09-18 12:00:00,Meeting,Interested
ACT-038984,BALJ5E9J,Anna Snelling,2017-09-22 13:00:00,Follow-up,No answer
ACT-038985,BALJ5E9J,Anna Snelling,2017-11-12 08:00:00,Email,No answer
ACT-038986,BALJ5E9J,Anna Snelling,2017-09-08 09:00:00,Email,Completed
ACT-038987,BALJ5E9J,Anna Snelling,2017-11-23 11:00:00,Email,Responded
ACT-038988,BALJ5E9J,Anna Snelling,2017-10-21 11:00:00,Email,Rescheduled
ACT-038989,BALJ5E9J,Anna Snelling,2017-11-08 15:00:00,Meeting,Responded
ACT-038990,3Y6REURA,Anna Snelling,2017-09-15 12:00:00,Follow-up,Interested
ACT-038991,3Y6REURA,Anna Snelling,2017-09-17 10:00:00,Demo,Connected
ACT-038992,3Y6REURA,Anna Snelling,2017-09-09 12:00:00,Meeting,Responded
ACT-038993,3Y6REURA,Anna Snelling,2017-09-22 16:00:00,Follow-up,Interested
ACT-038994,3Y6REURA,Anna Snelling,2017-09-13 16:00:00,Demo,Completed
ACT-038995,3Y6REURA,Anna Snelling,2017-09-23 12:00:00,Follow-up,Rescheduled
ACT-038996,3Y6REURA,Anna Snelling,2017-09-18 17:00:00,Follow-up,Interested
ACT-038997,3UI5JBOA,Boris Faz,2017-09-08 09:00:00,Call,Connected
ACT-038998,3UI5JBOA,Boris Faz,2017-11-03 11:00:00,Follow-up,Not interested
ACT-038999,3UI5JBOA,Boris Faz,2017-09-10 10:00:00,Follow-up,Rescheduled
ACT-039000,3UI5JBOA,Boris Faz,2017-09-09 13:00:00,Call,Rescheduled
ACT-039001,3UI5JBOA,Boris Faz,2017-10-17 15:00:00,Demo,Not interested
ACT-039002,3UI5JBOA,Boris Faz,2017-09-16 17:00:00,Email,Rescheduled
ACT-039003,3UI5JBOA,Boris Faz,2017-09-20 08:00:00,Email,Not interested
ACT-039004,8AKZH8QS,Boris Faz,2017-10-13 17:00:00,Call,No answer
ACT-039005,8AKZH8QS,Boris Faz,2017-09-29 15:00:00,Demo,Rescheduled
ACT-039006,8AKZH8QS,Boris Faz,2017-10-14 13:00:00,Email,Completed
ACT-039007,8AKZH8QS,Boris Faz,2017-10-20 16:00:00,Demo,No answer
ACT-039008,8AKZH8QS,Boris Faz,2017-11-05 17:00:00,Call,Connected
ACT-039009,8AKZH8QS,Boris Faz,2017-12-10 11:00:00,Call,Interested
ACT-039010,FAS1KT97,Boris Faz,2017-09-11 13:00:00,Call,Not interested
ACT-039011,FAS1KT97,Boris Faz,2017-09-08 09:00:00,Demo,No answer
ACT-039012,FAS1KT97,Boris Faz,2017-09-14 09:00:00,Email,Completed
ACT-039013,FAS1KT97,Boris Faz,2017-09-10 17:00:00,Demo,Completed
ACT-039014,FAS1KT97,Boris Faz,2017-09-11 10:00:00,Call,Completed
ACT-039015,FAS1KT97,Boris Faz,2017-09-08 16:00:00,Meeting,Not interested
ACT-039016,FAS1KT97,Boris Faz,2017-09-09 08:00:00,Email,Interested
ACT-039017,RAPX57I3,Boris Faz,2017-11-09 10:00:00,Call,Interested
ACT-039018,RAPX57I3,Boris Faz,2017-09-18 15:00:00,Follow-up,No answer
ACT-039019,RAPX57I3,Boris Faz,2017-11-17 17:00:00,Email,No answer
ACT-039020,RAPX57I3,Boris Faz,2017-10-20 09:00:00,Email,No answer
ACT-039021,RAPX57I3,Boris Faz,2017-09-27 13:00:00,Meeting,Connected
ACT-039022,RAPX57I3,Boris Faz,2017-10-04 12:00:00,Call,No answer
ACT-039023,UZ4JMG8Z,Cassey Cress,2017-09-12 12:00:00,Email,Connected
ACT-039024,UZ4JMG8Z,Cassey Cress,2017-10-26 17:00:00,Call,Connected
ACT-039025,UZ4JMG8Z,Cassey Cress,2017-10-06 14:00:00,Meeting,Completed
ACT-039026,UZ4JMG8Z,Cassey Cress,2017-10-17 16:00:00,Demo,Responded
ACT-039027,PV411N8I,Cecily Lampkin,2017-09-19 10:00:00,Meeting,Responded
ACT-039028,PV411N8I,Cecily Lampkin,2017-10-11 17:00:00,Meeting,No answer
ACT-039029,PV411N8I,Cecily Lampkin,2017-10-28 17:00:00,Meeting,Interested
ACT-039030,PV411N8I,Cecily Lampkin,2017-10-31 16:00:00,Meeting,Rescheduled
ACT-039031,PV411N8I,Cecily Lampkin,2017-10-27 16:00:00,Call,No answer
ACT-039032,PV411N8I,Cecily Lampkin,2017-10-15 10:00:00,Follow-up,No answer
ACT-039033,PV411N8I,Cecily Lampkin,2017-11-01 12:00:00,Demo,Rescheduled
ACT-039034,PV411N8I,Cecily Lampkin,2017-09-22 10:00:00,Call,Rescheduled
ACT-039035,C58775JM,Corliss Cosme,2017-12-05 16:00:00,Follow-up,Responded
ACT-039036,C58775JM,Corliss Cosme,2017-12-30 15:00:00,Email,No answer
ACT-039037,C58775JM,Corliss Cosme,2017-11-26 17:00:00,Email,Completed
ACT-039038,C58775JM,Corliss Cosme,2017-11-16 10:00:00,Follow-up,Completed
ACT-039039,C58775JM,Corliss Cosme,2017-10-20 13:00:00,Call,Completed
ACT-039040,C58775JM,Corliss Cosme,2017-10-25 16:00:00,Follow-up,Responded
ACT-039041,A2PIOJWL,Daniell Hammack,2017-09-19 09:00:00,Demo,No answer
ACT-039042,A2PIOJWL,Daniell Hammack,2017-09-09 14:00:00,Email,Connected
ACT-039043,A2PIOJWL,Daniell Hammack,2017-09-08 08:00:00,Follow-up,Connected
ACT-039044,A2PIOJWL,Daniell Hammack,2017-09-16 08:00:00,Meeting,Not interested
ACT-039045,A2PIOJWL,Daniell Hammack,2017-09-19 13:00:00,Meeting,Completed
ACT-039046,A2PIOJWL,Daniell Hammack,2017-09-19 08:00:00,Follow-up,Responded
ACT-039047,A2PIOJWL,Daniell Hammack,2017-09-18 09:00:00,Email,Responded
ACT-039048,A2PIOJWL,Daniell Hammack,2017-09-09 14:00:00,Email,Rescheduled
ACT-039049,SSEOGPPI,Darcel Schlecht,2017-09-08 17:00:00,Call,No answer
ACT-039050,SSEOGPPI,Darcel Schlecht,2017-09-08 08:00:00,Call,Completed
ACT-039051,SSEOGPPI,Darcel Schlecht,2017-09-08 12:00:00,Meeting,Responded
ACT-039052,5MFY1D4C,Donn Cantrell,2017-09-16 08:00:00,Email,No answer
ACT-039053,5MFY1D4C,Donn Cantrell,2017-09-10 15:00:00,Meeting,Responded
ACT-039054,5MFY1D4C,Donn Cantrell,2017-09-09 11:00:00,Demo,No answer
ACT-039055,5MFY1D4C,Donn Cantrell,2017-09-09 12:00:00,Demo,Completed
ACT-039056,5MFY1D4C,Donn Cantrell,2017-09-08 10:00:00,Demo,Completed
ACT-039057,5MFY1D4C,Donn Cantrell,2017-09-17 17:00:00,Meeting,Interested
ACT-039058,5MFY1D4C,Donn Cantrell,2017-09-12 10:00:00,Email,Interested
ACT-039059,5MFY1D4C,Donn Cantrell,2017-09-08 15:00:00,Call,Interested
ACT-039060,5MFY1D4C,Donn Cantrell,2017-09-15 12:00:00,Call,Not interested
ACT-039061,5MFY1D4C,Donn Cantrell,2017-09-13 09:00:00,Email,Connected
ACT-039062,PQLMEIG0,Donn Cantrell,2017-09-10 16:00:00,Demo,Not interested
ACT-039063,PQLMEIG0,Donn Cantrell,2017-09-10 15:00:00,Meeting,Not interested
ACT-039064,PQLMEIG0,Donn Cantrell,2017-09-14 15:00:00,Meeting,Not interested
ACT-039065,PQLMEIG0,Donn Cantrell,2017-09-22 15:00:00,Meeting,No answer
ACT-039066,PQLMEIG0,Donn Cantrell,2017-09-19 08:00:00,Call,Interested
ACT-039067,PQLMEIG0,Donn Cantrell,2017-09-21 12:00:00,Call,Completed
ACT-039068,6CV2KEKP,Donn Cantrell,2017-09-13 17:00:00,Email,Responded
ACT-039069,6CV2KEKP,Donn Cantrell,2017-09-15 17:00:00,Demo,Responded
ACT-039070,6CV2KEKP,Donn Cantrell,2017-09-09 12:00:00,Demo,Not interested
ACT-039071,6CV2KEKP,Donn Cantrell,2017-09-08 15:00:00,Follow-up,Completed
ACT-039072,6CV2KEKP,Donn Cantrell,2017-09-09 14:00:00,Email,No answer
ACT-039073,6CV2KEKP,Donn Cantrell,2017-09-11 11:00:00,Email,Connected
ACT-039074,6CV2KEKP,Donn Cantrell,2017-09-14 08:00:00,Meeting,Interested
ACT-039075,FQD0IJBC,Elease Gluck,2017-10-30 08:00:00,Email,Interested
ACT-039076,FQD0IJBC,Elease Gluck,2017-09-23 10:00:00,Meeting,Not interested
ACT-039077,FQD0IJBC,Elease Gluck,2017-11-18 17:00:00,Meeting,Responded
ACT-039078,FQD0IJBC,Elease Gluck,2017-10-29 09:00:00,Follow-up,Rescheduled
ACT-039079,FQD0IJBC,Elease Gluck,2017-10-22 12:00:00,Email,Connected
ACT-039080,EJGRLQP8,James Ascencio,2017-09-28 16:00:00,Meeting,Responded
ACT-039081,EJGRLQP8,James Ascencio,2017-09-14 17:00:00,Email,Connected
ACT-039082,EJGRLQP8,James Ascencio,2017-10-07 13:00:00,Meeting,Completed
ACT-039083,EJGRLQP8,James Ascencio,2017-09-11 08:00:00,Demo,Interested
ACT-039084,EJGRLQP8,James Ascencio,2017-09-08 16:00:00,Email,Connected
ACT-039085,EJGRLQP8,James Ascencio,2017-10-07 09:00:00,Follow-up,Interested
ACT-039086,8DDR4MUL,James Ascencio,2017-10-08 13:00:00,Demo,Rescheduled
ACT-039087,8DDR4MUL,James Ascencio,2017-09-08 11:00:00,Call,Completed
ACT-039088,8DDR4MUL,James Ascencio,2017-09-19 15:00:00,Email,Responded
ACT-039089,8DDR4MUL,James Ascencio,2017-09-12 17:00:00,Follow-up,No answer
ACT-039090,8DDR4MUL,James Ascencio,2017-10-08 10:00:00,Follow-up,Rescheduled
ACT-039091,E28C318S,James Ascencio,2017-09-27 15:00:00,Follow-up,Responded
ACT-039092,E28C318S,James Ascencio,2017-09-20 11:00:00,Call,Interested
ACT-039093,E28C318S,James Ascencio,2017-10-06 11:00:00,Follow-up,Connected
ACT-039094,E28C318S,James Ascencio,2017-10-07 10:00:00,Meeting,Completed
ACT-039095,E28C318S,James Ascencio,2017-09-11 14:00:00,Follow-up,Completed
ACT-039096,E28C318S,James Ascencio,2017-09-08 11:00:00,Follow-up,No answer
ACT-039097,E28C318S,James Ascencio,2017-10-19 17:00:00,Follow-up,Completed
ACT-039098,E28C318S,James Ascencio,2017-10-05 10:00:00,Meeting,Interested
ACT-039099,6BUW3ZVC,Jonathan Berthelot,2017-09-27 15:00:00,Email,Not interested
ACT-039100,6BUW3ZVC,Jonathan Berthelot,2017-10-31 10:00:00,Follow-up,No answer
ACT-039101,6BUW3ZVC,Jonathan Berthelot,2017-10-29 08:00:00,Call,Interested
ACT-039102,6BUW3ZVC,Jonathan Berthelot,2017-09-09 08:00:00,Meeting,Connected
ACT-039103,6BUW3ZVC,Jonathan Berthelot,2017-09-15 14:00:00,Meeting,No answer
ACT-039104,6BUW3ZVC,Jonathan Berthelot,2017-11-04 17:00:00,Follow-up,Rescheduled
ACT-039105,6BUW3ZVC,Jonathan Berthelot,2017-10-29 10:00:00,Call,No answer
ACT-039106,ZW5XV2QY,Kami Bicknell,2017-11-08 10:00:00,Call,Rescheduled
ACT-039107,ZW5XV2QY,Kami Bicknell,2017-10-29 08:00:00,Email,Not interested
ACT-039108,ZW5XV2QY,Kami Bicknell,2017-10-04 11:00:00,Follow-up,Connected
ACT-039109,ZW5XV2QY,Kami Bicknell,2017-09-21 17:00:00,Call,No answer
ACT-039110,ZW5XV2QY,Kami Bicknell,2017-10-12 11:00:00,Demo,Completed
ACT-039111,MOSX49BG,Kami Bicknell,2017-10-31 11:00:00,Demo,Responded
ACT-039112,MOSX49BG,Kami Bicknell,2017-11-07 13:00:00,Follow-up,Rescheduled
ACT-039113,MOSX49BG,Kami Bicknell,2017-09-21 15:00:00,Email,Interested
ACT-039114,BDEP8ZEH,Kary Hendrixson,2017-10-25 16:00:00,Call,No answer
ACT-039115,BDEP8ZEH,Kary Hendrixson,2017-11-11 15:00:00,Call,Interested
ACT-039116,BDEP8ZEH,Kary Hendrixson,2017-12-21 12:00:00,Demo,No answer
ACT-039117,BDEP8ZEH,Kary Hendrixson,2017-09-14 09:00:00,Email,Interested
ACT-039118,WSKZBAYI,Kary Hendrixson,2017-12-08 11:00:00,Call,No answer
ACT-039119,WSKZBAYI,Kary Hendrixson,2017-09-22 10:00:00,Follow-up,Interested
ACT-039120,WSKZBAYI,Kary Hendrixson,2017-10-22 17:00:00,Meeting,Responded
ACT-039121,WSKZBAYI,Kary Hendrixson,2017-09-08 11:00:00,Meeting,Rescheduled
ACT-039122,WSKZBAYI,Kary Hendrixson,2017-09-18 10:00:00,Call,Not interested
ACT-039123,WSKZBAYI,Kary Hendrixson,2017-10-15 12:00:00,Email,Responded
ACT-039124,19H5KFIC,Marty Freudenburg,2017-09-25 15:00:00,Demo,Not interested
ACT-039125,19H5KFIC,Marty Freudenburg,2017-10-28 14:00:00,Demo,Interested
ACT-039126,19H5KFIC,Marty Freudenburg,2017-09-18 15:00:00,Follow-up,Connected
ACT-039127,19H5KFIC,Marty Freudenburg,2017-11-06 14:00:00,Email,Rescheduled
ACT-039128,19H5KFIC,Marty Freudenburg,2017-09-25 14:00:00,Call,Completed
ACT-039129,19H5KFIC,Marty Freudenburg,2017-09-21 09:00:00,Call,Responded
ACT-039130,H0RRUQZ6,Maureen Marcano,2017-09-26 10:00:00,Meeting,Completed
ACT-039131,H0RRUQZ6,Maureen Marcano,2017-09-16 10:00:00,Follow-up,Not interested
ACT-039132,H0RRUQZ6,Maureen Marcano,2017-09-14 14:00:00,Email,Completed
ACT-039133,H0RRUQZ6,Maureen Marcano,2017-09-10 09:00:00,Call,Connected
ACT-039134,7PCCI1U2,Reed Clapper,2017-11-08 08:00:00,Email,Connected
ACT-039135,7PCCI1U2,Reed Clapper,2017-09-08 09:00:00,Meeting,Not interested
ACT-039136,7PCCI1U2,Reed Clapper,2017-09-13 12:00:00,Follow-up,Responded
ACT-039137,7PCCI1U2,Reed Clapper,2017-10-03 14:00:00,Meeting,Not interested
ACT-039138,7PCCI1U2,Reed Clapper,2017-10-11 13:00:00,Follow-up,Completed
ACT-039139,7PCCI1U2,Reed Clapper,2017-11-06 12:00:00,Demo,Rescheduled
ACT-039140,7PCCI1U2,Reed Clapper,2017-11-15 09:00:00,Call,Not interested
ACT-039141,7PCCI1U2,Reed Clapper,2017-10-06 10:00:00,Demo,Interested
ACT-039142,8XXD2LMP,Rosie Papadopoulos,2017-11-03 13:00:00,Email,Connected
ACT-039143,8XXD2LMP,Rosie Papadopoulos,2017-10-12 16:00:00,Call,Completed
ACT-039144,8XXD2LMP,Rosie Papadopoulos,2017-10-16 13:00:00,Demo,Interested
ACT-039145,8XXD2LMP,Rosie Papadopoulos,2017-10-21 13:00:00,Demo,No answer
ACT-039146,USNQY75J,Zane Levy,2017-10-08 09:00:00,Email,Responded
ACT-039147,USNQY75J,Zane Levy,2017-09-20 10:00:00,Demo,Connected
ACT-039148,USNQY75J,Zane Levy,2017-09-10 17:00:00,Meeting,Not interested
ACT-039149,USNQY75J,Zane Levy,2017-09-14 16:00:00,Email,Interested
ACT-039150,USNQY75J,Zane Levy,2017-10-14 17:00:00,Follow-up,No answer
