transition_id,opportunity_id,sales_agent,from_stage,to_stage,changed_at,days_in_previous_stage
ST-012779,PBGB323I,Moses Frase,Engaging,Won,2017-10-07,7
ST-012780,V5THS9V8,Niesha Huffines,Prospecting,Engaging,2017-09-30,28
ST-012781,V5THS9V8,Niesha Huffines,Engaging,Won,2017-11-27,58
ST-012782,579RHB6S,Versie Hillebrand,Prospecting,Engaging,2017-09-30,20
ST-012783,579RHB6S,Versie Hillebrand,Engaging,Won,2017-10-08,8
ST-012784,4SOUOUKH,Vicki Laflamme,Prospecting,Engaging,2017-09-30,18
ST-012785,9HWUTUXQ,Vicki Laflamme,Prospecting,Engaging,2017-09-30,8
ST-012786,9HWUTUXQ,Vicki Laflamme,Engaging,Lost,2017-10-09,9
ST-012787,T58F1T8V,Violet Mclelland,Prospecting,Engaging,2017-09-30,14
ST-012788,T58F1T8V,Violet Mclelland,Engaging,Lost,2017-10-08,8
ST-012789,U3UT9B1U,Violet Mclelland,Prospecting,Engaging,2017-09-30,20
ST-012790,U3UT9B1U,Violet Mclelland,Engaging,Won,2017-12-24,85
ST-012791,HY7D36UC,Violet Mclelland,Prospecting,Engaging,2017-09-30,20
ST-012792,HY7D36UC,Violet Mclelland,Engaging,Won,2017-12-22,83
ST-012793,9YVTJF6C,Zane Levy,Prospecting,Engaging,2017-09-30,18
ST-012794,9YVTJF6C,Zane Levy,Engaging,Won,2017-10-08,8
ST-012795,JGZVNKMT,Zane Levy,Prospecting,Engaging,2017-09-30,11
ST-012796,JGZVNKMT,Zane Levy,Engaging,Won,2017-12-10,71
ST-012797,5B3BKUMD,Anna Snelling,Prospecting,Engaging,2017-10-01,12
ST-012798,5B3BKUMD,Anna Snelling,Engaging,Lost,2017-10-11,10
ST-012799,MGHWZSN2,Boris Faz,Prospecting,Engaging,2017-10-01,21
ST-012800,MGHWZSN2,Boris Faz,Engaging,Lost,2017-10-06,5
ST-012801,EM1BA4EK,Cassey Cress,Prospecting,Engaging,2017-10-01,14
ST-012802,GWOOPZE8,Cassey Cress,Prospecting,Engaging,2017-10-01,27
ST-012803,84N2YHUB,Cassey Cress,Prospecting,Engaging,2017-10-01,25
ST-012804,84N2YHUB,Cassey Cress,Engaging,Lost,2017-12-01,61
ST-012805,IFVL4WL5,Cecily Lampkin,Prospecting,Engaging,2017-10-01,15
ST-012806,IFVL4WL5,Cecily Lampkin,Engaging,Won,2017-12-10,70
ST-012807,8EPT4HEV,Corliss Cosme,Prospecting,Engaging,2017-10-01,26
ST-012808,8EPT4HEV,Corliss Cosme,Engaging,Lost,2017-10-07,6
ST-012809,HZNNKQ0T,Corliss Cosme,Prospecting,Engaging,2017-10-01,7
ST-012810,HZNNKQ0T,Corliss Cosme,Engaging,Won,2017-10-03,2
ST-012811,Z6ETLZQU,Corliss Cosme,Prospecting,Engaging,2017-10-01,30
ST-012812,Z6ETLZQU,Corliss Cosme,Engaging,Won,2017-12-18,78
ST-012813,GXIVJQPG,Daniell Hammack,Prospecting,Engaging,2017-10-01,30
ST-012814,7MSQSYWR,Daniell Hammack,Prospecting,Engaging,2017-10-01,24
ST-012815,7MSQSYWR,Daniell Hammack,Engaging,Lost,2017-10-10,9
ST-012816,5VJIXV02,Daniell Hammack,Prospecting,Engaging,2017-10-01,6
ST-012817,5VJIXV02,Daniell Hammack,Engaging,Lost,2017-12-01,61
ST-012818,G23RCHB6,Darcel Schlecht,Prospecting,Engaging,2017-10-01,26
ST-012819,G23RCHB6,Darcel Schlecht,Engaging,Lost,2017-10-08,7
ST-012820,RMFG5C6C,Darcel Schlecht,Prospecting,Engaging,2017-10-01,10
ST-012821,RMFG5C6C,Darcel Schlecht,Engaging,Won,2017-10-09,8
ST-012822,U2JOATN3,Darcel Schlecht,Prospecting,Engaging,2017-10-01,17
ST-012823,U2JOATN3,Darcel Schlecht,Engaging,Won,2017-12-06,66
ST-012824,JGZ3F67I,Donn Cantrell,Prospecting,Engaging,2017-10-01,28
ST-012825,JGZ3F67I,Donn Cantrell,Engaging,Lost,2017-10-07,6
ST-012826,FHCSKQ4K,Donn Cantrell,Prospecting,Engaging,2017-10-01,25
ST-012827,FHCSKQ4K,Donn Cantrell,Engaging,Won,2017-12-30,90
ST-012828,TU58PHME,Garret Kinder,Prospecting,Engaging,2017-10-01,8
ST-012829,TU58PHME,Garret Kinder,Engaging,Lost,2017-11-17,47
ST-012830,9ZVX7NVU,Hayden Neloms,Prospecting,Engaging,2017-10-01,6
ST-012831,9ZVX7NVU,Hayden Neloms,Engaging,Lost,2017-10-08,7
ST-012832,I4OJHXIN,Hayden Neloms,Prospecting,Engaging,2017-10-01,9
ST-012833,I4OJHXIN,Hayden Neloms,Engaging,Won,2017-10-05,4
ST-012834,NE300YJ0,Jonathan Berthelot,Prospecting,Engaging,2017-10-01,19
ST-012835,NE300YJ0,Jonathan Berthelot,Engaging,Won,2017-11-24,54
ST-012836,TYLSS719,Kami Bicknell,Prospecting,Engaging,2017-10-01,15
ST-012837,TYLSS719,Kami Bicknell,Engaging,Lost,2017-12-03,63
ST-012838,M3SQPUB1,Kami Bicknell,Prospecting,Engaging,2017-10-01,28
ST-012839,M3SQPUB1,Kami Bicknell,Engaging,Won,2017-10-13,12
ST-012840,MG1YUTUE,Markita Hansen,Prospecting,Engaging,2017-10-01,13
ST-012841,PEIZDYXE,Markita Hansen,Prospecting,Engaging,2017-10-01,28
ST-012842,PEIZDYXE,Markita Hansen,Engaging,Lost,2017-10-02,1
ST-012843,HGG0EZ00,Markita Hansen,Prospecting,Engaging,2017-10-01,20
ST-012844,HGG0EZ00,Markita Hansen,Engaging,Lost,2017-10-05,4
ST-012845,XRRMX8K6,Marty Freudenburg,Prospecting,Engaging,2017-10-01,22
ST-012846,XRRMX8K6,Marty Freudenburg,Engaging,Lost,2017-10-12,11
ST-012847,BJLJV8XE,Marty Freudenburg,Prospecting,Engaging,2017-10-01,25
ST-012848,BJLJV8XE,Marty Freudenburg,Engaging,Won,2017-12-15,75
ST-012849,AQH7ORZZ,Reed Clapper,Prospecting,Engaging,2017-10-01,24
ST-012850,AQH7ORZZ,Reed Clapper,Engaging,Won,2017-12-18,78
ST-012851,GLG1IOHT,Rosalina Dieter,Prospecting,Engaging,2017-10-01,25
ST-012852,GLG1IOHT,Rosalina Dieter,Engaging,Won,2017-10-08,7
ST-012853,89MUGU6K,Rosie Papadopoulos,Prospecting,Engaging,2017-10-01,4
ST-012854,89MUGU6K,Rosie Papadopoulos,Engaging,Won,2017-11-30,60
ST-012855,F5OETS8V,Vicki Laflamme,Prospecting,Engaging,2017-10-01,8
ST-012856,F5OETS8V,Vicki Laflamme,Engaging,Won,2017-12-18,78
ST-012857,CU7KT53A,Vicki Laflamme,Prospecting,Engaging,2017-10-01,15
ST-012858,CU7KT53A,Vicki Laflamme,Engaging,Won,2017-12-16,76
ST-012859,QNB3SCN9,Wilburn Farren,Prospecting,Engaging,2017-10-01,23
ST-012860,0BYU67KG,Wilburn Farren,Prospecting,Engaging,2017-10-01,3
ST-012861,0BYU67KG,Wilburn Farren,Engaging,Lost,2017-12-13,73
ST-012862,SLXPTSGS,Wilburn Farren,Prospecting,Engaging,2017-10-01,28
ST-012863,SLXPTSGS,Wilburn Farren,Engaging,Won,2017-10-11,10
ST-012864,FZGGKS2D,Zane Levy,Prospecting,Engaging,2017-10-01,5
ST-012865,FZGGKS2D,Zane Levy,Engaging,Won,2017-12-23,83
ST-012866,6HDTZCCM,Anna Snelling,Prospecting,Engaging,2017-10-02,29
ST-012867,6HDTZCCM,Anna Snelling,Engaging,Lost,2017-10-14,12
ST-012868,XUEHL04Z,Boris Faz,Prospecting,Engaging,2017-10-02,7
ST-012869,XUEHL04Z,Boris Faz,Engaging,Lost,2017-10-04,2
ST-012870,CTZ5I5R5,Cassey Cress,Prospecting,Engaging,2017-10-02,18
ST-012871,CTZ5I5R5,Cassey Cress,Engaging,Won,2017-12-05,64
ST-012872,988QUSNK,Cecily Lampkin,Prospecting,Engaging,2017-10-02,22
ST-012873,988QUSNK,Cecily Lampkin,Engaging,Lost,2017-10-03,1
ST-012874,2P0VIX4N,Cecily Lampkin,Prospecting,Engaging,2017-10-02,16
ST-012875,2P0VIX4N,Cecily Lampkin,Engaging,Lost,2017-12-20,79
ST-012876,TAPH7KQO,Cecily Lampkin,Prospecting,Engaging,2017-10-02,5
ST-012877,TAPH7KQO,Cecily Lampkin,Engaging,Won,2017-12-07,66
ST-012878,TWGFQS8L,Darcel Schlecht,Prospecting,Engaging,2017-10-02,5
ST-012879,TWGFQS8L,Darcel Schlecht,Engaging,Lost,2017-10-12,10
ST-012880,MRPSU52W,Darcel Schlecht,Prospecting,Engaging,2017-10-02,11
ST-012881,MRPSU52W,Darcel Schlecht,Engaging,Lost,2017-10-09,7
ST-012882,UKXRWZ3P,Darcel Schlecht,Prospecting,Engaging,2017-10-02,10
ST-012883,UKXRWZ3P,Darcel Schlecht,Engaging,Won,2017-10-04,2
ST-012884,C5XXGXUE,Darcel Schlecht,Prospecting,Engaging,2017-10-02,14
ST-012885,C5XXGXUE,Darcel Schlecht,Engaging,Won,2017-10-09,7
ST-012886,2IYQ5ALK,Jonathan Berthelot,Prospecting,Engaging,2017-10-02,5
ST-012887,2IYQ5ALK,Jonathan Berthelot,Engaging,Lost,2017-10-07,5
ST-012888,K4GL9NDX,Jonathan Berthelot,Prospecting,Engaging,2017-10-02,22
ST-012889,K4GL9NDX,Jonathan Berthelot,Engaging,Lost,2017-12-17,76
ST-012890,OFKWBRP7,Jonathan Berthelot,Prospecting,Engaging,2017-10-02,4
ST-012891,OFKWBRP7,Jonathan Berthelot,Engaging,Lost,2017-10-10,8
ST-012892,1AGL4X1J,Jonathan Berthelot,Prospecting,Engaging,2017-10-02,26
ST-012893,1AGL4X1J,Jonathan Berthelot,Engaging,Lost,2017-12-18,77
ST-012894,TSU40NIZ,Kami Bicknell,Prospecting,Engaging,2017-10-02,15
ST-012895,TSU40NIZ,Kami Bicknell,Engaging,Lost,2017-10-04,2
ST-012896,VSN0PA06,Kami Bicknell,Prospecting,Engaging,2017-10-02,15
ST-012897,VSN0PA06,Kami Bicknell,Engaging,Won,2017-10-03,1
ST-012898,FQODPHUL,Kary Hendrixson,Prospecting,Engaging,2017-10-02,22
ST-012899,FQODPHUL,Kary Hendrixson,Engaging,Won,2017-11-04,33
ST-012900,KRUY5G5I,Lajuana Vencill,Prospecting,Engaging,2017-10-02,23
ST-012901,KRUY5G5I,Lajuana Vencill,Engaging,Lost,2017-10-13,11
ST-012902,SCYV3JPO,Lajuana Vencill,Prospecting,Engaging,2017-10-02,19
ST-012903,SCYV3JPO,Lajuana Vencill,Engaging,Won,2017-10-12,10
ST-012904,T91ZAQRH,Lajuana Vencill,Prospecting,Engaging,2017-10-02,12
ST-012905,T91ZAQRH,Lajuana Vencill,Engaging,Won,2017-12-18,77
ST-012906,R293SULP,Marty Freudenburg,Prospecting,Engaging,2017-10-02,25
ST-012907,R293SULP,Marty Freudenburg,Engaging,Lost,2017-10-04,2
ST-012908,UDKH3AM0,Marty Freudenburg,Prospecting,Engaging,2017-10-02,22
ST-012909,UDKH3AM0,Marty Freudenburg,Engaging,Won,2017-10-09,7
ST-012910,I4T9W7NQ,Maureen Marcano,Prospecting,Engaging,2017-10-02,4
ST-012911,I4T9W7NQ,Maureen Marcano,Engaging,Lost,2017-12-15,74
ST-012912,H4ZSZQ9V,Reed Clapper,Prospecting,Engaging,2017-10-02,27
ST-012913,H4ZSZQ9V,Reed Clapper,Engaging,Won,2017-10-10,8
ST-012914,2GQAAHG6,Reed Clapper,Prospecting,Engaging,2017-10-02,29
ST-012915,2GQAAHG6,Reed Clapper,Engaging,Won,2017-10-12,10
ST-012916,7OGPA4I3,Reed Clapper,Prospecting,Engaging,2017-10-02,8
ST-012917,7OGPA4I3,Reed Clapper,Engaging,Won,2017-10-12,10
ST-012918,54XJLU62,Rosie Papadopoulos,Prospecting,Engaging,2017-10-02,23
ST-012919,54XJLU62,Rosie Papadopoulos,Engaging,Lost,2017-10-12,10
ST-012920,XSSK506P,Versie Hillebrand,Prospecting,Engaging,2017-10-02,18
ST-012921,XSSK506P,Versie Hillebrand,Engaging,Lost,2017-10-04,2
ST-012922,AJKE7ACY,Violet Mclelland,Prospecting,Engaging,2017-10-02,17
ST-012923,AJKE7ACY,Violet Mclelland,Engaging,Won,2017-10-11,9
ST-012924,JPPLGVUS,Violet Mclelland,Prospecting,Engaging,2017-10-02,3
ST-012925,JPPLGVUS,Violet Mclelland,Engaging,Won,2017-12-31,90
ST-012926,O7B3XCKF,Zane Levy,Prospecting,Engaging,2017-10-02,9
ST-012927,O7B3XCKF,Zane Levy,Engaging,Lost,2017-10-03,1
ST-012928,5A7S6Z6P,Zane Levy,Prospecting,Engaging,2017-10-02,30
ST-012929,5A7S6Z6P,Zane Levy,Engaging,Lost,2017-10-11,9
ST-012930,OOB372R5,Zane Levy,Prospecting,Engaging,2017-10-02,24
ST-012931,OOB372R5,Zane Levy,Engaging,Won,2017-10-12,10
ST-012932,L67B6CU2,Anna Snelling,Prospecting,Engaging,2017-10-03,28
ST-012933,L67B6CU2,Anna Snelling,Engaging,Lost,2017-10-09,6
ST-012934,6V0QV9CU,Cecily Lampkin,Prospecting,Engaging,2017-10-03,19
ST-012935,6V0QV9CU,Cecily Lampkin,Engaging,Won,2017-10-10,7
ST-012936,0MXZ36G7,Corliss Cosme,Prospecting,Engaging,2017-10-03,12
ST-012937,0MXZ36G7,Corliss Cosme,Engaging,Won,2017-10-04,1
ST-012938,LMCHDMJX,Daniell Hammack,Prospecting,Engaging,2017-10-03,9
ST-012939,LMCHDMJX,Daniell Hammack,Engaging,Won,2017-10-08,5
ST-012940,4HBU57OV,Darcel Schlecht,Prospecting,Engaging,2017-10-03,4
ST-012941,4HBU57OV,Darcel Schlecht,Engaging,Won,2017-10-10,7
ST-012942,AOIM2Y7M,Donn Cantrell,Prospecting,Engaging,2017-10-03,28
ST-012943,AOIM2Y7M,Donn Cantrell,Engaging,Won,2017-10-05,2
ST-012944,5KC100IN,Elease Gluck,Prospecting,Engaging,2017-10-03,22
ST-012945,5KC100IN,Elease Gluck,Engaging,Lost,2017-10-13,10
ST-012946,OOFWSKFF,Gladys Colclough,Prospecting,Engaging,2017-10-03,19
ST-012947,OOFWSKFF,Gladys Colclough,Engaging,Lost,2017-10-04,1
ST-012948,LV7HHGM4,Gladys Colclough,Prospecting,Engaging,2017-10-03,19
ST-012949,LV7HHGM4,Gladys Colclough,Engaging,Lost,2017-10-05,2
ST-012950,HBZEI375,Gladys Colclough,Prospecting,Engaging,2017-10-03,25
ST-012951,HBZEI375,Gladys Colclough,Engaging,Lost,2017-10-10,7
ST-012952,GRQZZNQB,Gladys Colclough,Prospecting,Engaging,2017-10-03,10
ST-012953,GRQZZNQB,Gladys Colclough,Engaging,Won,2017-11-08,36
ST-012954,1D8XLZQ8,Hayden Neloms,Prospecting,Engaging,2017-10-03,22
ST-012955,1D8XLZQ8,Hayden Neloms,Engaging,Won,2017-11-21,49
ST-012956,CAX04DY1,Jonathan Berthelot,Prospecting,Engaging,2017-10-03,8
ST-012957,CAX04DY1,Jonathan Berthelot,Engaging,Lost,2017-11-16,44
ST-012958,ZVEH26GP,Kami Bicknell,Prospecting,Engaging,2017-10-03,24
ST-012959,ZVEH26GP,Kami Bicknell,Engaging,Won,2017-10-08,5
ST-012960,G7QR0SCP,Kami Bicknell,Prospecting,Engaging,2017-10-03,4
ST-012961,G7QR0SCP,Kami Bicknell,Engaging,Won,2017-10-15,12
ST-012962,MYD4PBM9,Kary Hendrixson,Prospecting,Engaging,2017-10-03,14
ST-012963,DUOS7AO8,Marty Freudenburg,Prospecting,Engaging,2017-10-03,10
ST-012964,DUOS7AO8,Marty Freudenburg,Engaging,Lost,2017-11-24,52
ST-012965,CCCQGBSY,Reed Clapper,Prospecting,Engaging,2017-10-03,23
ST-012966,CCCQGBSY,Reed Clapper,Engaging,Won,2017-12-09,67
ST-012967,C5Z2806X,Reed Clapper,Prospecting,Engaging,2017-10-03,3
ST-012968,C5Z2806X,Reed Clapper,Engaging,Won,2017-12-28,86
ST-012969,2CY7OS6A,Rosalina Dieter,Prospecting,Engaging,2017-10-03,8
ST-012970,2CY7OS6A,Rosalina Dieter,Engaging,Lost,2017-10-06,3
ST-012971,FZKX09GE,Versie Hillebrand,Prospecting,Engaging,2017-10-03,5
ST-012972,FZKX09GE,Versie Hillebrand,Engaging,Won,2017-10-09,6
ST-012973,E2CJIO85,Vicki Laflamme,Prospecting,Engaging,2017-10-03,11
ST-012974,R2PBFVU7,Vicki Laflamme,Prospecting,Engaging,2017-10-03,27
ST-012975,R2PBFVU7,Vicki Laflamme,Engaging,Lost,2017-10-08,5
ST-012976,D4SJ5G2G,Violet Mclelland,Prospecting,Engaging,2017-10-03,15
ST-012977,D4SJ5G2G,Violet Mclelland,Engaging,Lost,2017-12-23,81
ST-012978,N2ESTUQT,Wilburn Farren,Prospecting,Engaging,2017-10-03,14
ST-012979,N2ESTUQT,Wilburn Farren,Engaging,Won,2017-10-10,7
ST-012980,3QSM7X3W,Zane Levy,Prospecting,Engaging,2017-10-03,24
ST-012981,3QSM7X3W,Zane Levy,Engaging,Won,2017-11-06,34
ST-012982,UG4BHJRQ,Zane Levy,Prospecting,Engaging,2017-10-03,15
ST-012983,UG4BHJRQ,Zane Levy,Engaging,Won,2017-10-11,8
ST-012984,NMF60XWK,Anna Snelling,Prospecting,Engaging,2017-10-04,15
ST-012985,NMF60XWK,Anna Snelling,Engaging,Lost,2017-10-13,9
ST-012986,L6WEVHEN,Anna Snelling,Prospecting,Engaging,2017-10-04,21
ST-012987,L6WEVHEN,Anna Snelling,Engaging,Won,2017-12-16,73
ST-012988,EP5QRHID,Boris Faz,Prospecting,Engaging,2017-10-04,9
ST-012989,EYWXCFXJ,Boris Faz,Prospecting,Engaging,2017-10-04,19
ST-012990,EYWXCFXJ,Boris Faz,Engaging,Lost,2017-11-01,28
ST-012991,QC9B7V93,Boris Faz,Prospecting,Engaging,2017-10-04,3
ST-012992,QC9B7V93,Boris Faz,Engaging,Lost,2017-10-11,7
ST-012993,CPVW06O2,Boris Faz,Prospecting,Engaging,2017-10-04,26
ST-012994,CPVW06O2,Boris Faz,Engaging,Won,2017-10-11,7
ST-012995,2KNVLXA4,Cassey Cress,Prospecting,Engaging,2017-10-04,25
ST-012996,2KNVLXA4,Cassey Cress,Engaging,Won,2017-10-14,10
ST-012997,5WAKI1NB,Corliss Cosme,Prospecting,Engaging,2017-10-04,5
ST-012998,LDJ6VTNW,Daniell Hammack,Prospecting,Engaging,2017-10-04,5
ST-012999,YI8JSLKX,Daniell Hammack,Prospecting,Engaging,2017-10-04,20
ST-013000,YI8JSLKX,Daniell Hammack,Engaging,Lost,2017-10-15,11
ST-013001,E4O6XJ9E,Darcel Schlecht,Prospecting,Engaging,2017-10-04,12
ST-013002,E4O6XJ9E,Darcel Schlecht,Engaging,Lost,2017-10-12,8
ST-013003,L7TT9ZL4,Darcel Schlecht,Prospecting,Engaging,2017-10-04,26
ST-013004,L7TT9ZL4,Darcel Schlecht,Engaging,Won,2017-12-21,78
ST-013005,JD6WHH6G,Darcel Schlecht,Prospecting,Engaging,2017-10-04,29
ST-013006,JD6WHH6G,Darcel Schlecht,Engaging,Won,2017-10-10,6
ST-013007,93OFIHMF,James Ascencio,Prospecting,Engaging,2017-10-04,20
ST-013008,93OFIHMF,James Ascencio,Engaging,Won,2017-12-05,62
ST-013009,9E7VMZ1J,Jonathan Berthelot,Prospecting,Engaging,2017-10-04,21
ST-013010,9E7VMZ1J,Jonathan Berthelot,Engaging,Lost,2017-12-23,80
ST-013011,BUNGSHKB,Jonathan Berthelot,Prospecting,Engaging,2017-10-04,14
ST-013012,BUNGSHKB,Jonathan Berthelot,Engaging,Lost,2017-10-15,11
ST-013013,MK2YTCZN,Jonathan Berthelot,Prospecting,Engaging,2017-10-04,14
ST-013014,MK2YTCZN,Jonathan Berthelot,Engaging,Won,2017-10-06,2
ST-013015,MZTB3C70,Kary Hendrixson,Prospecting,Engaging,2017-10-04,29
ST-013016,MZTB3C70,Kary Hendrixson,Engaging,Lost,2017-11-17,44
ST-013017,LHG76MIU,Markita Hansen,Prospecting,Engaging,2017-10-04,11
ST-013018,LHG76MIU,Markita Hansen,Engaging,Won,2017-12-03,60
ST-013019,SGAJAIP9,Maureen Marcano,Prospecting,Engaging,2017-10-04,10
ST-013020,SGAJAIP9,Maureen Marcano,Engaging,Won,2017-12-20,77
ST-013021,UZ9SEIZ9,Vicki Laflamme,Prospecting,Engaging,2017-10-04,22
ST-013022,UZ9SEIZ9,Vicki Laflamme,Engaging,Lost,2017-10-13,9
ST-013023,KDY5FEUO,Vicki Laflamme,Prospecting,Engaging,2017-10-04,9
ST-013024,KDY5FEUO,Vicki Laflamme,Engaging,Won,2017-12-20,77
ST-013025,1L68AC0E,Wilburn Farren,Prospecting,Engaging,2017-10-04,17
ST-013026,ZRMZJVWK,Zane Levy,Prospecting,Engaging,2017-10-04,15
ST-013027,ZRMZJVWK,Zane Levy,Engaging,Won,2017-12-28,85
ST-013028,JAG873Y3,Anna Snelling,Prospecting,Engaging,2017-10-05,21
ST-013029,JAG873Y3,Anna Snelling,Engaging,Lost,2017-10-12,7
ST-013030,WQTR95J3,Cecily Lampkin,Prospecting,Engaging,2017-10-05,3
ST-013031,WQTR95J3,Cecily Lampkin,Engaging,Won,2017-10-11,6
ST-013032,1FHY3UGF,Corliss Cosme,Prospecting,Engaging,2017-10-05,11
ST-013033,1FHY3UGF,Corliss Cosme,Engaging,Lost,2017-10-13,8
ST-013034,B9KFRY53,Darcel Schlecht,Prospecting,Engaging,2017-10-05,8
ST-013035,B9KFRY53,Darcel Schlecht,Engaging,Won,2017-10-10,5
ST-013036,ZRCY8P4P,Darcel Schlecht,Prospecting,Engaging,2017-10-05,16
ST-013037,ZRCY8P4P,Darcel Schlecht,Engaging,Won,2017-12-14,70
ST-013038,M3RME16Q,Darcel Schlecht,Prospecting,Engaging,2017-10-05,19
ST-013039,M3RME16Q,Darcel Schlecht,Engaging,Won,2017-10-14,9
ST-013040,YPRHMUIB,Darcel Schlecht,Prospecting,Engaging,2017-10-05,6
ST-013041,YPRHMUIB,Darcel Schlecht,Engaging,Won,2017-12-22,78
ST-013042,HM4ZINFJ,Donn Cantrell,Prospecting,Engaging,2017-10-05,20
ST-013043,HM4ZINFJ,Donn Cantrell,Engaging,Lost,2017-10-10,5
ST-013044,06C1N1F7,Elease Gluck,Prospecting,Engaging,2017-10-05,5
ST-013045,6WIQG92N,Elease Gluck,Prospecting,Engaging,2017-10-05,19
ST-013046,6WIQG92N,Elease Gluck,Engaging,Lost,2017-10-18,13
ST-013047,3JMB4J8E,Garret Kinder,Prospecting,Engaging,2017-10-05,12
ST-013048,3JMB4J8E,Garret Kinder,Engaging,Won,2017-10-07,2
ST-013049,FTZ4VYH4,Hayden Neloms,Prospecting,Engaging,2017-10-05,13
ST-013050,FTZ4VYH4,Hayden Neloms,Engaging,Lost,2017-12-13,69
ST-013051,GEJKKFOL,James Ascencio,Prospecting,Engaging,2017-10-05,6
ST-013052,GEJKKFOL,James Ascencio,Engaging,Lost,2017-10-10,5
ST-013053,UYWQ5N0R,James Ascencio,Prospecting,Engaging,2017-10-05,28
ST-013054,UYWQ5N0R,James Ascencio,Engaging,Lost,2017-11-23,49
ST-013055,NDAFT4KV,James Ascencio,Prospecting,Engaging,2017-10-05,19
ST-013056,NDAFT4KV,James Ascencio,Engaging,Won,2017-10-18,13
ST-013057,BO1GBSM0,James Ascencio,Prospecting,Engaging,2017-10-05,11
ST-013058,BO1GBSM0,James Ascencio,Engaging,Won,2017-10-11,6
ST-013059,FSVEMKSG,Jonathan Berthelot,Prospecting,Engaging,2017-10-05,20
ST-013060,FSVEMKSG,Jonathan Berthelot,Engaging,Won,2017-10-10,5
ST-013061,V0XQVHQV,Jonathan Berthelot,Prospecting,Engaging,2017-10-05,29
ST-013062,V0XQVHQV,Jonathan Berthelot,Engaging,Won,2017-10-12,7
ST-013063,TFZMFOH9,Kami Bicknell,Prospecting,Engaging,2017-10-05,28
ST-013064,TFZMFOH9,Kami Bicknell,Engaging,Won,2017-11-24,50
ST-013065,VVE9HGLD,Kary Hendrixson,Prospecting,Engaging,2017-10-05,21
ST-013066,8T9ANK4E,Marty Freudenburg,Prospecting,Engaging,2017-10-05,11
ST-013067,8T9ANK4E,Marty Freudenburg,Engaging,Won,2017-12-24,80
ST-013068,76WXMI88,Moses Frase,Prospecting,Engaging,2017-10-05,25
ST-013069,76WXMI88,Moses Frase,Engaging,Won,2017-12-28,84
ST-013070,ZH8XR8YT,Niesha Huffines,Prospecting,Engaging,2017-10-05,17
ST-013071,ZH8XR8YT,Niesha Huffines,Engaging,Lost,2017-10-13,8
ST-013072,PR9HQKA7,Niesha Huffines,Prospecting,Engaging,2017-10-05,15
ST-013073,PR9HQKA7,Niesha Huffines,Engaging,Lost,2017-10-15,10
ST-013074,NMHDWGNT,Niesha Huffines,Prospecting,Engaging,2017-10-05,21
ST-013075,NMHDWGNT,Niesha Huffines,Engaging,Lost,2017-10-15,10
ST-013076,WX3CPDYD,Reed Clapper,Prospecting,Engaging,2017-10-05,18
ST-013077,WX3CPDYD,Reed Clapper,Engaging,Won,2017-12-31,87
ST-013078,3DF5FIAM,Reed Clapper,Prospecting,Engaging,2017-10-05,27
ST-013079,3DF5FIAM,Reed Clapper,Engaging,Won,2017-12-17,73
ST-013080,018KKT5I,Rosalina Dieter,Prospecting,Engaging,2017-10-05,10
ST-013081,018KKT5I,Rosalina Dieter,Engaging,Lost,2017-10-11,6
ST-013082,9AOPLD0O,Rosie Papadopoulos,Prospecting,Engaging,2017-10-05,27
ST-013083,9AOPLD0O,Rosie Papadopoulos,Engaging,Won,2017-10-11,6
ST-013084,J54XWY0O,Versie Hillebrand,Prospecting,Engaging,2017-10-05,13
ST-013085,J54XWY0O,Versie Hillebrand,Engaging,Lost,2017-10-16,11
ST-013086,FJEL0TDN,Versie Hillebrand,Prospecting,Engaging,2017-10-05,27
ST-013087,FJEL0TDN,Versie Hillebrand,Engaging,Won,2017-10-07,2
ST-013088,I5JTM3EK,Vicki Laflamme,Prospecting,Engaging,2017-10-05,17
ST-013089,I5JTM3EK,Vicki Laflamme,Engaging,Lost,2017-10-08,3
ST-013090,3Q5R6HAY,Vicki Laflamme,Prospecting,Engaging,2017-10-05,24
ST-013091,3Q5R6HAY,Vicki Laflamme,Engaging,Won,2017-10-08,3
ST-013092,VOEOU1U6,Zane Levy,Prospecting,Engaging,2017-10-05,17
ST-013093,VOEOU1U6,Zane Levy,Engaging,Lost,2017-10-07,2
ST-013094,52IHI8JD,Anna Snelling,Prospecting,Engaging,2017-10-06,21
ST-013095,52IHI8JD,Anna Snelling,Engaging,Lost,2017-11-24,49
ST-013096,7QPQ40X9,Anna Snelling,Prospecting,Engaging,2017-10-06,30
ST-013097,7QPQ40X9,Anna Snelling,Engaging,Lost,2017-10-08,2
ST-013098,KFZ37330,Boris Faz,Prospecting,Engaging,2017-10-06,3
ST-013099,KFZ37330,Boris Faz,Engaging,Won,2017-12-14,69
ST-013100,T64JVA4T,Boris Faz,Prospecting,Engaging,2017-10-06,18
ST-013101,T64JVA4T,Boris Faz,Engaging,Won,2017-10-07,1
ST-013102,Y5C1Q7UR,Cassey Cress,Prospecting,Engaging,2017-10-06,6
ST-013103,Y5C1Q7UR,Cassey Cress,Engaging,Won,2017-12-26,81
ST-013104,VN0XOAB6,Cassey Cress,Prospecting,Engaging,2017-10-06,11
ST-013105,VN0XOAB6,Cassey Cress,Engaging,Won,2017-11-12,37
